,crossword_date,answers,clues,crossword_year
491,2022-01-06,HIKESUP,"Boosts, redundantly",2022
492,2022-01-06,EON,"Time period, or an anagram of one?",2022
493,2022-01-06,DOMINANTHAND,"Cup holder, usually",2022
494,2022-01-06,OVER,"""Back to you""",2022
495,2022-01-06,SANE,Compos mentis,2022
496,2022-01-06,BLAB,Spill the beans,2022
497,2022-01-06,ROSA,"Detective Diaz on ""Brooklyn Nine-Nine""",2022
498,2022-01-06,BEATNIK,"One reading Kerouac or Ginsberg, say",2022
499,2022-01-06,CAD,Sleazeball,2022
500,2022-01-06,OPAL,Birthstone after sapphire,2022
501,2022-01-06,SCOOP,Inside info,2022
502,2022-01-06,SPAT,Tiff,2022
503,2022-01-06,IMBUED,Filled (with),2022
504,2022-01-06,SEWNON,Like scouting patches,2022
505,2022-01-06,MATZO,___ ball,2022
506,2022-01-06,ANTACID,"Tums, for one",2022
507,2022-01-06,ANTHEMS,Country songs?,2022
508,2022-01-06,TGIF,End-of-week exclamation,2022
509,2022-01-06,URDU,Language of Pakistan's Daily Khabrain,2022
510,2022-01-06,GOLD,Top prize,2022
511,2022-01-06,THEM,"""How do you like ___ apples?""",2022
512,2022-01-06,IRA,Glass who shared the first-ever Pulitzer in Audio Journalism,2022
513,2022-01-06,LAO,Language in which most words are monosyllabic,2022
514,2022-01-07,ACNE,Something you may want to clear up,2022
515,2022-01-07,GAME,"Othello, for one",2022
516,2022-01-07,RUSTS,"Loses sheen, perhaps",2022
517,2022-01-07,THOR,One of the Aesir,2022
518,2022-01-07,OPEN,Uncovered,2022
519,2022-01-07,IDAHO,ID seen at the post office,2022
520,2022-01-07,TONI,Nobel winner Morrison,2022
521,2022-01-07,THATSSOYOU,Dressing room encouragement,2022
522,2022-01-07,ICANDOIT,"""Stop trying to help!""",2022
523,2022-01-07,CENSUS,A counting job?,2022
524,2022-01-07,COP,Own up (to),2022
525,2022-01-07,END,Purpose,2022
526,2022-01-07,Abbr.,Eva Perón was one,2022
527,2022-01-07,HORSE,You can bet on it!,2022
528,2022-01-07,COINFLIP,Simple matter of probability,2022
529,2022-01-07,SOLOS,Numbers not meant to be shared,2022
530,2022-01-07,WARPDRIVE,Speedy sci-fi technology,2022
531,2022-01-07,ELOPE,Secretly unionize?,2022
532,2022-01-07,ERR,Drop the ball,2022
533,2022-01-07,SIMON,"With 11-Down, kids' party activity",2022
534,2022-01-07,TIGERLILY,"""Peter Pan"" princess",2022
535,2022-01-07,HAIRS,Lashes makeup,2022
536,2022-01-07,ICYSTARE,Look that might freeze you in your tracks,2022
537,2022-01-07,DIRTY,Martini option,2022
538,2022-01-07,WMD,Subj. of international treaties,2022
539,2022-01-07,Fr.),Bon ___ (high society,2022
540,2022-01-07,ECO,Friendly introduction?,2022
541,2022-01-07,ANEMIA,Cause of weakness,2022
542,2022-01-07,SHEEPDOG,"What Babe aspires to be in ""Babe""",2022
543,2022-01-07,DOZENROSES,Romantic bunch,2022
544,2022-01-07,URAL,"___ Mountains, range crossed on the Trans-Siberian railway",2022
545,2022-01-07,AGREE,"What ""he"" and ""do"" don't do",2022
546,2022-01-07,UNTO,Biblical preposition,2022
547,2022-01-07,MUSE,Terpsichore or Calliope,2022
548,2022-01-07,MOATS,Strategic bodies of water,2022
549,2022-01-07,ISAK,"""Out of Africa"" author Dinesen",2022
550,2022-01-07,ANTS,Little drones,2022
551,2022-01-07,ATTIC,Story that goes over your head?,2022
552,2022-01-07,CHOCOHOLIC,One constantly craving kisses?,2022
553,2022-01-07,NONAPOLOGY,"""It was not my intention to make anyone upset,"" often",2022
554,2022-01-07,ERIN,CNN's Burnett,2022
555,2022-01-07,GOTONE,Scavenger hunt cry,2022
556,2022-01-07,APHID,Little sucker,2022
557,2022-01-07,MEAT,Substance,2022
558,2022-01-07,ENT,"Towering figure in ""The Two Towers""",2022
559,2022-01-07,RISEANDSHINE,"""Wake up, sleepyhead!""",2022
560,2022-01-07,UDON,Kake ___ (Japanese dish),2022
561,2022-01-07,SAYS,See 37-Across,2022
562,2022-01-07,THOU,Biblical pronoun,2022
563,2022-01-07,SOUS,___ vide (culinary technique),2022
564,2022-01-07,SCRIP,Substitute for legal tender,2022
565,2022-01-07,DESSERTWINES,"Ports, e.g.",2022
566,2022-01-07,SORRY,Pathetic,2022
567,2022-01-07,ROPES,Metaphorical knowledge,2022
568,2022-01-07,CARLE,"Eric who wrote ""The Very Hungry Caterpillar""",2022
569,2022-01-07,FRIAR,"Accomplice in ""Romeo and Juliet""",2022
570,2022-01-07,LIMITEDRUN,Broadway show where everyone knows the ending?,2022
571,2022-01-07,IVORYCOAST,Country named for a now-banned trade,2022
572,2022-01-07,PENS,They can be felt,2022
573,2022-01-07,SETI,Org. for Carl Sagan,2022
574,2022-01-07,WEIRD,"""That's odd ...""",2022
575,2022-01-07,LAMAR,Rapper/producer who won the 2018 Pulitzer for Music,2022
576,2022-01-07,DOESOK,Gets by,2022
577,2022-01-07,THETA,Letter in the Greek spelling of Athens,2022
578,2022-01-07,OGLES,Looks like a jerk,2022
579,2022-01-07,ADAM,"Driver in ""House of Gucci""",2022
580,2022-01-07,NOGO,Canceled,2022
581,2022-01-07,EZRA,Book after II Chronicles,2022
582,2022-01-07,MEET,Runners' event,2022
583,2022-01-07,SSNS,Figs. assigned randomly since 2011,2022
584,2022-01-07,PUMA,Animal also known as a catamount,2022
585,2022-01-07,OUI,Air France confirmation,2022
586,2022-01-08,PASCALSTRIANGLE,Number pattern named after a 17th-century French mathematician,2022
587,2022-01-08,INTIMATEAPPAREL,Teddies and such,2022
588,2022-01-08,TOOTIREDTOTHINK,Exhausted beyond belief,2022
589,2022-01-08,SSN,Certain acct. info,2022
590,2022-01-08,SCREEDS,Diatribes,2022
591,2022-01-08,MGM,Longtime distributor of James Bond movies,2022
592,2022-01-08,AMID,Immersed in,2022
593,2022-01-08,HOURS,Business ___,2022
594,2022-01-08,FATE,Lot,2022
595,2022-01-08,WINES,Maipo Valley exports,2022
596,2022-01-08,IMS,"Pings, maybe",2022
597,2022-01-08,SACHA,"___ Gervasi, director of 2012's ""Hitchcock""",2022
598,2022-01-08,SAGCARDS,"Union IDs, for a performer",2022
599,2022-01-08,PHTEST,Basic analysis?,2022
600,2022-01-08,IPOS,"Market debuts, in brief",2022
601,2022-01-08,MART,Mini-___ (small retailer),2022
602,2022-01-08,AIMLOW,One way to manage expectations,2022
603,2022-01-08,TAKEACAB,"Eschew Uber, say",2022
604,2022-01-08,TRUER,More steadfast,2022
605,2022-01-08,Homer Simpson,"""For once maybe someone will call me '___,' without adding, 'You're making a scene'""",2022
606,2022-01-08,WILLA,"___ Player, first Black woman to become president of a four-year college",2022
607,2022-01-08,LESS,Taking off,2022
608,2022-01-08,PARIS,"Setting for ""La Bohème""",2022
609,2022-01-08,LULL,Calm,2022
610,2022-01-08,APE,Hominid,2022
611,2022-01-08,ARMANIS,Some stylish suits,2022
612,2022-01-08,BEL,Measure of volume,2022
613,2022-01-08,SETAGOODEXAMPLE,Do some modeling,2022
614,2022-01-08,EATDESSERTFIRST,"""Life is short. ___"" (Jacques Torres quip)",2022
615,2022-01-08,STEADYASSHEGOES,Captain's phrase,2022
616,2022-01-08,PITSAWS,Two-person log cutters,2022
617,2022-01-08,ANOSMIA,Loss of smell,2022
618,2022-01-08,STONING,Biblical punishment,2022
619,2022-01-08,CIT,Loc. ___,2022
620,2022-01-08,AMIS,"Marcello, Rodolfo, Colline and Schaunard, dans ""La Bohème""",2022
621,2022-01-08,LARCH,Turpentine-yielding conifer,2022
622,2022-01-08,STEROIDS,Certain anti-inflammatory medicines,2022
623,2022-01-08,TEDEUMS,Hymns of thanksgiving,2022
624,2022-01-08,RATERS,"Yelp reviewers, say",2022
625,2022-01-08,IPODS,Shuffles and such,2022
626,2022-01-08,Abbr.,Rental units,2022
627,2022-01-08,NAH,"""Don't reckon so""",2022
628,2022-01-08,GRIMACE,Reaction to a really bad pun,2022
629,2022-01-08,LENGTHS,Stretches,2022
630,2022-01-08,ELKMEAT,Lean protein,2022
631,2022-01-08,DECILES,"Tenths, in statistics",2022
632,2022-01-08,FATTAIL,"Increased likelihood of extreme scenarios, in statistics",2022
633,2022-01-08,SAPOR,Taste,2022
634,2022-01-08,SHREW,Mammal in the Soricidae family,2022
635,2022-01-08,ROW,Spreadsheet specification,2022
636,2022-01-08,PAK,Golf Hall-of-Famer Se Ri ___,2022
637,2022-01-08,MARINERS,Only M.L.B. team never to have played in a World Series,2022
638,2022-01-08,ATLASES,National geographic books?,2022
639,2022-01-08,IREPEAT,"""Again ...""",2022
640,2022-01-08,MUSETTE,Small knapsack,2022
641,2022-01-08,TIRADES,Diatribes,2022
642,2022-01-08,CLUBPRO,Certain sports instructor,2022
643,2022-01-08,ALLELSE,Whatever's left,2022
644,2022-01-08,BALLETS,Works that may require leaps of imagination?,2022
645,2022-01-08,SAMOSA,Savory Indian pastry,2022
646,2022-01-08,PROSY,"Uninspired, as writing",2022
647,2022-01-08,SIXTH,Like the most recent Pope Paul among all popes named Paul,2022
648,2022-01-08,AGED,Seasoned,2022
649,2022-01-08,SAFE,Jewelry store?,2022
650,2022-01-08,ADA,Canine protection org.?,2022
651,2022-01-08,MIG,Russian fighter jet,2022
652,2022-01-09,SOWN,Disseminated,2022
653,2022-01-09,GIF,JPEG alternative,2022
654,2022-01-09,NIMBLE,Quick-witted,2022
655,2022-01-09,ADAGE,"""Forbidden fruit is the sweetest,"" e.g.",2022
656,2022-01-09,CREATIVE,Kind of writing,2022
657,2022-01-09,ACHIER,Hurting more,2022
658,2022-01-09,BORAX,Mineral used as a flame retardant,2022
659,2022-01-09,ANISETEA,Aromatic herbal drink,2022
660,2022-01-09,JAZZVOCALIST,"Carmen McRae or Anita O'Day, notably",2022
661,2022-01-09,RAGTAG,Disorganized,2022
662,2022-01-09,ROAR,Sound in the Serengeti,2022
663,2022-01-09,IDO,Tying words?,2022
664,2022-01-09,OGRE,"Horrible boss, say",2022
665,2022-01-09,ETH,Neighbor of S. Sudan,2022
666,2022-01-09,MOUNTFUJI,Endpoint of a Shinto pilgrimage,2022
667,2022-01-09,ELTRAIN,What's going up in Chicago?,2022
668,2022-01-09,ETC,And so forth,2022
669,2022-01-09,TOT,Munchkin,2022
670,2022-01-09,SAM,Spade with a short handle?,2022
671,2022-01-09,DAH,Morse morsel,2022
672,2022-01-09,TNT,You can have a blast with this,2022
673,2022-01-09,YOUBET,"""Yes, indeedy!""",2022
674,2022-01-09,DEO,___ volente,2022
675,2022-01-09,DEFOGS,"Makes clearer, in a way",2022
676,2022-01-09,MMMBOP,1997 pop hit with a nonsensical refrain,2022
677,2022-01-09,GALAAFFAIR,Fete,2022
678,2022-01-09,SEAEEL,"Anago, on a sushi menu",2022
679,2022-01-09,VIVO,In ___ fertilization,2022
680,2022-01-09,NFL,"With 59-Across, flag bearers, for short?",2022
681,2022-01-09,REFS,See 58-Across,2022
682,2022-01-09,RETORT,Clap back,2022
683,2022-01-09,AGES,Many moons,2022
684,2022-01-09,RAN,Chaired,2022
685,2022-01-09,EONS,"Many, many, many moons",2022
686,2022-01-09,ATTN,Subj. line heading,2022
687,2022-01-09,EMPIRESTATE,"Birthplace of five U.S. presidents, with ""the""",2022
688,2022-01-09,FRAU,German title,2022
689,2022-01-09,SUED,"Like discriminatory employers, often",2022
690,2022-01-09,DIE,Just roll with it!,2022
691,2022-01-09,SLIM,See 88-Across,2022
692,2022-01-09,WHACKS,"Eliminates, mob-style",2022
693,2022-01-09,PROD,Driving stick?,2022
694,2022-01-09,EKE,___ out a victory,2022
695,2022-01-09,TAMP,Pack (in),2022
696,2022-01-09,MELEES,Fracases,2022
697,2022-01-09,WHENINROME,Start of some conventional wisdom,2022
698,2022-01-09,CARLOS,"With 76-Across, Mexican business magnate who was once the world's richest person",2022
699,2022-01-09,CATNAP,Means of a quick recharge,2022
700,2022-01-09,TOO,"""___ funny!""",2022
701,2022-01-09,TERRIF,Fab,2022
702,2022-01-09,ALA,Akin to,2022
703,2022-01-09,KID,Rapper ___ Cudi or DJ ___ Loco,2022
704,2022-01-09,KEN,Comprehension,2022
705,2022-01-09,WAR,Domain of Mars,2022
706,2022-01-09,NNW,Boise-to-Spokane dir.,2022
707,2022-01-09,TAXSALE,Post-default event,2022
708,2022-01-09,IGETITNOW,"""Eureka!""",2022
709,2022-01-09,AAH,"""That's the spot""",2022
710,2022-01-09,ABIT,Kinda,2022
711,2022-01-09,OAF,Lunkhead,2022
712,2022-01-09,WRIT,Court order,2022
713,2022-01-09,BOWTIE,Red accessory for cartoondom's Huckleberry Hound,2022
714,2022-01-09,LAWOFGRAVITY,"Scientific contribution from 98-Down, discovered in a manner suggested by this puzzle's theme",2022
715,2022-01-09,LOOKOUTS,"Crow's-nests, e.g.",2022
716,2022-01-09,OMANI,One living in the rial world?,2022
717,2022-01-09,TRICOT,Lingerie fabric,2022
718,2022-01-09,EYESORES,Blights,2022
719,2022-01-09,GAYER,More mirthful,2022
720,2022-01-09,HECKNO,Defiant refusal,2022
721,2022-01-09,DES,"___ Plaines, Ill.",2022
722,2022-01-09,LEDE,"Start of a story, in journalese",2022
723,2022-01-09,SCARE,Cause of a jolt,2022
724,2022-01-09,ORNATE,"Really busy, perhaps",2022
725,2022-01-09,WEIGHTYMATTER,It's nothing to joke about,2022
726,2022-01-09,NAST,Artist known for his lampooning cartooning,2022
727,2022-01-09,GITGO,Startin' place,2022
728,2022-01-09,IVE,"""___ moved on""",2022
729,2022-01-09,FEARNOT,Calming words,2022
730,2022-01-09,NAJAF,Holy city near Baghdad,2022
731,2022-01-09,ICARUS,Hardly a lover of hot wings?,2022
732,2022-01-09,MHZ,Radio frequency meas.,2022
733,2022-01-09,BIZ,Ad or show follower,2022
734,2022-01-09,LEVI,"___ P. Morton, Benjamin Harrison's vice president",2022
735,2022-01-09,ERODED,"Lost deposits, as a bank?",2022
736,2022-01-09,ABA,Attorney's org.,2022
737,2022-01-09,DOLOR,Sorrow,2022
738,2022-01-09,ARIGATO,"Thank you, in Tokyo",2022
739,2022-01-09,GASRING,Stovetop device,2022
740,2022-01-09,EXTENTS,Breadths,2022
741,2022-01-09,TEAM,"Sled dogs, e.g.",2022
742,2022-01-09,COLADA,Word in some cocktail names,2022
743,2022-01-09,OTT,"Baseball's ""Master Melvin""",2022
744,2022-01-09,UTEP,Westernmost sch. in Conference USA,2022
745,2022-01-09,JADA,Actress ___ Pinkett Smith,2022
746,2022-01-09,IMEAN,"""Er ... umm ...""",2022
747,2022-01-09,THEIR,Nonbinary possessive,2022
748,2022-01-09,COMEONDOWN,Game show invitation,2022
749,2022-01-09,UBER,"Modern lead-in to ""X""",2022
750,2022-01-09,BOLTED,Got out fast,2022
751,2022-01-09,OFFRAMP,Exit,2022
752,2022-01-09,FREEFALLIN,"Tom Petty hit with the opening line ""She's a good girl, loves her mama""",2022
753,2022-01-09,MEETUP,Rendezvous,2022
754,2022-01-09,GIGI,Nickname for Virginia,2022
755,2022-01-09,AVER,Declare,2022
756,2022-01-09,LOSESTO,Is beaten by,2022
757,2022-01-09,FLAT,You might take a lift to one,2022
758,2022-01-09,Abbr.,Married mujeres,2022
759,2022-01-09,VAPEKIT,All-in-one purchase from a smoke shop,2022
760,2022-01-09,FORCEOFNATURE,"Unforgettable, unstoppable sort",2022
761,2022-01-09,SNAKES,They're not to be trusted,2022
762,2022-01-09,NEWMAR,Julie who played Catwoman on old TV,2022
763,2022-01-09,SUSS,Puzzle (out),2022
764,2022-01-09,MIEN,Personal bearing,2022
765,2022-01-09,SLAM,Strong pan,2022
766,2022-01-09,TIME,Hard thing to do?,2022
767,2022-01-09,HERR,German title,2022
768,2022-01-09,DHAKA,Capital of Bangladesh,2022
769,2022-01-09,ENOKI,Mushroom in miso soup,2022
770,2022-01-09,EPILOG,Afterword,2022
771,2022-01-09,ROEG,"Nicolas who directed ""The Man Who Fell to Earth""",2022
772,2022-01-09,CERN,Lab where the Higgs boson particle was discovered,2022
773,2022-01-09,CATALOG,Inventory,2022
774,2022-01-09,ALABAMA,"""My Cousin Vinny"" setting",2022
775,2022-01-09,TAXIWAY,Airport route,2022
776,2022-01-09,TATTLED,Squealed,2022
777,2022-01-09,DEARTH,Opposite of a glut,2022
778,2022-01-09,NEWTON,Who was famously hit over the head with inspiration?,2022
779,2022-01-09,WII,Tech release of 2006,2022
780,2022-01-09,WAITED,"Didn't act rashly, say",2022
781,2022-01-09,STONE,Pit,2022
782,2022-01-09,TRYTO,Words before relax or remember,2022
783,2022-01-09,OBOES,Small section of a pit,2022
784,2022-01-09,WOKS,Bowl-shaped cooking vessels,2022
785,2022-01-09,HESSE,German state that includes Frankfurt,2022
786,2022-01-09,FARE,Manage,2022
787,2022-01-09,WOOL,What's got ewe covered?,2022
788,2022-01-09,FIR,Hemlock relative,2022
789,2022-01-09,VIC,Old ___ (London theater),2022
790,2022-01-09,ICK,Gag line?,2022
791,2022-01-09,OYE,"Spanish ""hey!""",2022
792,2022-01-10,COPS,Police officers,2022
793,2022-01-10,YOGA,Activity with a lotus position,2022
794,2022-01-10,BEST,Word before Actor and Actress at the Oscars,2022
795,2022-01-10,DRAW,Tie score,2022
796,2022-01-10,AROSE,"Emerged, as an issue",2022
797,2022-01-10,MYTH,"Story about Zeus or Hera, say",2022
798,2022-01-10,CEREALBOWL,Where to get one's Kix?,2022
799,2022-01-10,WEAR,Have on,2022
800,2022-01-10,GEESE,Birds in a gaggle,2022
801,2022-01-10,EAT,Dig in at dinner,2022
802,2022-01-10,SRI,___ Lanka,2022
803,2022-01-10,PANTS,Jeans or jodhpurs,2022
804,2022-01-10,BILLYJOEL,"Singer/songwriter nicknamed ""Piano Man""",2022
805,2022-01-10,ANT,"""___-Man"" (Paul Rudd superhero film)",2022
806,2022-01-10,PALL,Gloomy atmosphere,2022
807,2022-01-10,RURAL,In the countryside,2022
808,2022-01-10,LOSTSOUL,"Forlorn, directionless type",2022
809,2022-01-10,VALETS,Some hotel and restaurant staffers,2022
810,2022-01-10,HELM,Place for a ship's captain,2022
811,2022-01-10,AONE,Top-of-the-line,2022
812,2022-01-10,EMBEDS,"Places among the troops, as a journalist",2022
813,2022-01-10,EXITPOLL,Survey of Election Day voters,2022
814,2022-01-10,SORTA,"Somewhat, informally",2022
815,2022-01-10,CRED,Street ___ (acceptance among peers),2022
816,2022-01-10,REP,One of 435 in D.C.,2022
817,2022-01-10,CLEANCOAL,Greener energy source,2022
818,2022-01-10,SCATS,Skedaddles,2022
819,2022-01-10,ADA,Org. promoting oral health,2022
820,2022-01-10,SAP,Source for maple syrup,2022
821,2022-01-10,HOOTS,Derisive cries from the audience,2022
822,2022-01-10,POKE,Jab,2022
823,2022-01-10,PIGEONHOLE,Categorize simplistically,2022
824,2022-01-10,EVIL,Diabolical,2022
825,2022-01-10,SEALS,Marine animals with flippers,2022
826,2022-01-10,ERIN,"""___ go bragh!"" (""Ireland forever!"")",2022
827,2022-01-10,DANK,"Cold and damp, as a basement",2022
828,2022-01-10,SPIT,Barbecue skewer,2022
829,2022-01-10,NYPD,"1-Across in Manhattan, for short",2022
830,2022-01-10,CDC,U.S. public health agcy.,2022
831,2022-01-10,OREGANO,Common herb in pizza,2022
832,2022-01-10,PARENTS,Perennial embarrassments for teens,2022
833,2022-01-10,SWEET,Like most desserts,2022
834,2022-01-10,YALE,New Haven alma mater of five presidents,2022
835,2022-01-10,ORB,Sphere,2022
836,2022-01-10,GOO,"Melted chocolate, e.g.",2022
837,2022-01-10,ASWELL,To boot,2022
838,2022-01-10,BMW,Luxury German carmaker,2022
839,2022-01-10,EYESORE,Blight on the landscape,2022
840,2022-01-10,STAREAT,Fix one's gaze on,2022
841,2022-01-10,THRILLS,Sensations at amusement parks,2022
842,2022-01-10,ELAL,Carrier based at Ben Gurion Airport,2022
843,2022-01-10,ASS,Nincompoop,2022
844,2022-01-10,TYRANT,Ruthless ruler,2022
845,2022-01-10,PAL,Chum,2022
846,2022-01-10,BAUM,"""The Wonderful Wizard of Oz"" writer",2022
847,2022-01-10,ILL,Under the weather,2022
848,2022-01-10,JULEP,Minty drink at Churchill Downs,2022
849,2022-01-10,POLS,"Capitol insiders, informally",2022
850,2022-01-10,THETA,Letter before iota,2022
851,2022-01-10,SEDANS,Many family cars,2022
852,2022-01-10,VOID,Emptiness,2022
853,2022-01-10,AXEL,Figure skating jump,2022
854,2022-01-10,ESCAPED,Got away,2022
855,2022-01-10,MOLDOVA,Neighbor of Ukraine once part of the U.S.S.R.,2022
856,2022-01-10,BREAKIN,"Burglary, e.g.",2022
857,2022-01-10,ERA,Noted stretch of time,2022
858,2022-01-10,ORATORY,Grand speechmaking,2022
859,2022-01-10,LETSLIP,Reveal inadvertently,2022
860,2022-01-10,LPS,Discs on hi-fis,2022
861,2022-01-10,COPIES,"Xeroxes, e.g.",2022
862,2022-01-10,CAPS,Mushroom parts,2022
863,2022-01-10,SON,"George or Louis, to William and Kate",2022
864,2022-01-10,COHEN,"Leonard who wrote the song ""Hallelujah""",2022
865,2022-01-10,HOST,"The late Alex Trebek, for one",2022
866,2022-01-10,ELK,Antlered animal,2022
867,2022-01-10,GAP,Distinct disparity,2022
868,2022-01-10,ELI,Pharmacist/philanthropist Lilly,2022
869,2022-01-10,END,Finale,2022
870,2022-01-11,PROTONS,Positive particles,2022
871,2022-01-11,STAVING,Fending (off),2022
