,crossword_date,answers,clues,crossword_year,day_of_week
171642,2020-08-30,RASSLE,"Scrap, slangily",2020,Sunday
172279,2020-09-06,STOLI,"Vodka brand, informally",2020,Sunday
172469,2020-09-08,CAL,"Berkeley school, informally",2020,Tuesday
172091,2020-09-04,ECIG,"Juul, e.g., informally",2020,Friday
172046,2020-09-03,NOOB,"Gaming novice, slangily",2020,Thursday
172231,2020-09-06,HEP,"Cool, in old slang",2020,Sunday
172219,2020-09-06,IDED,"Picked from a lineup, informally",2020,Sunday
172177,2020-09-05,TAT,"Work with a needle, informally",2020,Saturday
172139,2020-09-05,BONES,"Dice, in slang",2020,Saturday
172169,2020-09-05,ACCOUNTREP,"Client's company contact, informally",2020,Saturday
170870,2020-08-20,OLINE,"QB protectors, informally",2020,Thursday
170765,2020-08-19,ROME,"The Catholic Church, informally",2020,Wednesday
170703,2020-08-18,REPO,"Defaulter's loss, informally",2020,Tuesday
171361,2020-08-26,HIDEF,"Like advanced screens, informally",2020,Wednesday
171348,2020-08-26,BURNS,"Devilishly clever insults, in slang",2020,Wednesday
171410,2020-08-27,NINJAWARRIOR,"Obstacle-based competition show, informally",2020,Thursday
171061,2020-08-23,CAGER,"Basketball player, in old slang",2020,Sunday
171258,2020-08-25,TOOL,"Jerk, slangily",2020,Tuesday
171188,2020-08-24,ARI,"Singer Grande, informally",2020,Monday
173754,2020-09-24,WORD,"""You said it!,"" in slang",2020,Thursday
173865,2020-09-25,BOD,"Shape, informally",2020,Friday
173828,2020-09-25,OOP,"Basketball highlight, informally",2020,Friday
173499,2020-09-20,GROK,"Understand, informally",2020,Sunday
173586,2020-09-22,CAMO,"Some G.I. wear, informally",2020,Tuesday
174141,2020-09-28,AMP,"Loudening device, informally",2020,Monday
174189,2020-09-29,PHENOMS,"Prodigies, informally",2020,Tuesday
173961,2020-09-27,ISPOSE,"""Maybe,"" informally",2020,Sunday
173921,2020-09-26,NERDCRED,"Something you might earn by having a long crossword-solving streak, informally",2020,Saturday
173948,2020-09-26,WIZ,"Virtuoso, informally",2020,Saturday
174109,2020-09-28,PIX,"Movies, informally",2020,Monday
174025,2020-09-27,REP,"Good name, informally",2020,Sunday
172783,2020-09-13,SLAY,"Look extremely stylish, slangily",2020,Sunday
172717,2020-09-11,DOC,"Nonfiction film, informally",2020,Friday
172665,2020-09-11,CHOPS,"Talent, in slang",2020,Friday
172699,2020-09-11,BFF,"With whom you might have a Snapchat streak, informally",2020,Friday
173262,2020-09-18,COX,"Crew leader, informally",2020,Friday
173281,2020-09-18,EPALAB,"Where water samples may be tested, informally",2020,Friday
173207,2020-09-17,BRAHS,"Guy friends, in slang",2020,Thursday
173383,2020-09-20,ADREP,"Part of a media sales team, informally",2020,Sunday
173381,2020-09-20,BRODATE,"Occasion for male bonding, in modern lingo",2020,Sunday
173325,2020-09-19,PEDI,"Treatment during ""sandal season,"" informally",2020,Saturday
172995,2020-09-14,BFF,"Very close pal, informally",2020,Monday
173149,2020-09-17,THRIFT,"Savings bank, informally",2020,Thursday
173072,2020-09-15,INK,"Tattoo, slangily",2020,Tuesday
173124,2020-09-16,LURK,"Browse online without commenting, informally",2020,Wednesday
173116,2020-09-16,PECS,"Chest muscles, informally",2020,Wednesday
168071,2020-07-18,MODS,"Body shop add-ons, informally",2020,Saturday
167816,2020-07-14,SHERLOCK,"Genius, informally",2020,Tuesday
167779,2020-07-14,AROD,"Newsmaking ex-Yankee, informally",2020,Tuesday
167945,2020-07-16,OTOH,"""Then again ...,"" in texts",2020,Thursday
167870,2020-07-15,LIMEY,"British sailor, in slang",2020,Wednesday
168538,2020-07-23,PECS,"Bustline muscles, informally",2020,Thursday
168461,2020-07-22,POPO,"Cops, in slang",2020,Wednesday
168439,2020-07-22,AMINO,"Compound containing an NH2 group, informally",2020,Wednesday
168282,2020-07-20,HBOMB,"Weapon of mass destruction, informally",2020,Monday
168252,2020-07-19,LIKELIKE,"Have a serious crush on, informally",2020,Sunday
168232,2020-07-19,HOWRU,"""What's up?,"" in textspeak",2020,Sunday
167081,2020-07-05,TICKLETHEIVORIES,"Play piano, informally",2020,Sunday
167204,2020-07-07,BAILED,"Left unexpectedly, in slang",2020,Tuesday
167150,2020-07-06,NOSEJOB,"Rhinoplasty, informally",2020,Monday
167604,2020-07-12,HOSER,"Fool, in Canadian slang",2020,Sunday
167677,2020-07-12,PEEPERS,"Eyes, informally",2020,Sunday
167635,2020-07-12,HIDEF,"Like most modern TVs, informally",2020,Sunday
167482,2020-07-10,PERPS,"Suspects, informally",2020,Friday
167295,2020-07-08,VOCAB,"Words, informally",2020,Wednesday
167279,2020-07-08,ROE,"Landmark 1973 Supreme Court case, informally",2020,Wednesday
167425,2020-07-10,AUNTIE,"Reunion attendee, informally",2020,Friday
170066,2020-08-10,GIS,"Graduates of basic training, informally",2020,Monday
170081,2020-08-11,SPECS,"Construction details, informally",2020,Tuesday
170019,2020-08-10,RAHRAH,"Uncritically enthusiastic, colloquially",2020,Monday
169804,2020-08-08,NOG,"Seasonal milkshake flavor, informally",2020,Saturday
169754,2020-08-07,BOFF,"Broadway hit, informally",2020,Friday
169753,2020-08-07,DOGGEDIT,"Underperformed, colloquially",2020,Friday
169799,2020-08-08,BRAT,"Bit of German street food, informally",2020,Saturday
169788,2020-08-07,CAMI,"Sleeveless garment, informally",2020,Friday
170363,2020-08-14,BODS,"Some might be sculpted, informally",2020,Friday
170123,2020-08-11,COP,"Steal, in slang",2020,Tuesday
170104,2020-08-11,INS,"Connections, informally",2020,Tuesday
170328,2020-08-14,PREGGO,"Having one on the way, slangily",2020,Friday
170265,2020-08-13,RIO,"City that's home to the Sugarloaf Cable Car, informally",2020,Thursday
168949,2020-07-28,UMP,"One who brushes off a plate, informally",2020,Tuesday
168943,2020-07-28,OWN,"Totally dominate, in slang",2020,Tuesday
169104,2020-07-30,BENS,"$100 bills, in slang",2020,Thursday
169064,2020-07-29,IBANKER,"Goldman Sachs or Morgan Stanley employee, informally",2020,Wednesday
168699,2020-07-25,AWOL,"Completely missing, informally",2020,Saturday
168789,2020-07-26,ETS,"Long-distance travelers, informally",2020,Sunday
168827,2020-07-26,OWNS,"Completely embarrasses, slangily",2020,Sunday
169249,2020-08-01,WACKOS,"Eccentrics, in slang",2020,Saturday
169168,2020-07-31,TROU,"Pants, slangily",2020,Friday
179404,2020-11-30,TUT,"Pharaoh known as a ""boy king,"" informally",2020,Monday
179582,2020-12-02,REFS,"Flag tossers, informally",2020,Wednesday
179496,2020-12-01,TRAP,"Mouth, slangily",2020,Tuesday
179207,2020-11-28,FORTY,"Beer purchase in a large bottle, informally",2020,Saturday
179238,2020-11-29,BADPR,"Possible fallout of a controversy, informally",2020,Sunday
179236,2020-11-29,SHADE,"Thinly veiled criticism, in modern slang",2020,Sunday
179142,2020-11-27,MAC,"Pasta in a cheesy dish, informally",2020,Friday
179328,2020-11-29,BICEP,"Chin-up target, informally",2020,Sunday
179304,2020-11-29,KLEPTOS,"Compulsive thieves, informally",2020,Sunday
180041,2020-12-08,RANDO,"Complete stranger, slangily",2020,Tuesday
180057,2020-12-08,REF,"Arena arbiter, informally",2020,Tuesday
180019,2020-12-08,EXEC,"Person in a boardroom, informally",2020,Tuesday
180005,2020-12-07,OUGHTA,"Should, informally",2020,Monday
179717,2020-12-04,NUMBERTEN,"British P.M.'s residence, informally",2020,Friday
179625,2020-12-03,SCIFI,"""Westworld"" genre, informally",2020,Thursday
179641,2020-12-03,LOTSA,"Countless, informally",2020,Thursday
179800,2020-12-06,JAMSESH,"Impromptu musical get-together, informally",2020,Sunday
179741,2020-12-05,GUNS,"Big biceps, slangily",2020,Saturday
178492,2020-11-19,BFFS,"People who are tight, in modern lingo",2020,Thursday
178538,2020-11-20,IBANKERS,"Many workers on Wall Street, informally",2020,Friday
178573,2020-11-21,ECIG,"Modern health risk, informally",2020,Saturday
178208,2020-11-16,REPRO,"Not an original, informally",2020,Monday
178232,2020-11-16,KILO,"Metric weight, informally",2020,Monday
178317,2020-11-17,DIYKIT,"Aid for a home repair project, informally",2020,Tuesday
178923,2020-11-24,GRAD,"Gown wearer, informally",2020,Tuesday
178847,2020-11-24,STAB,"Try, informally",2020,Tuesday
178867,2020-11-24,TUDE,"Resentful and hostile manner, informally",2020,Tuesday
181353,2020-12-24,TRIPS,Poker slang for three of a kind,2020,Thursday
181483,2020-12-26,FAVE,"#1, informally",2020,Saturday
181438,2020-12-25,LILLY,"Pharmaceutical giant, informally",2020,Friday
181159,2020-12-21,REF,"Sports official, informally",2020,Monday
181151,2020-12-21,SCOOB,"Great Dane of cartoons, informally",2020,Monday
181190,2020-12-22,FALSIE,"Fake eyelash, in slang",2020,Tuesday
181752,2020-12-28,ARTOO,"""Star Wars"" droid, informally",2020,Monday
181948,2020-12-31,PARM,"Chicken ___ (certain entree, informally)",2020,Thursday
181686,2020-12-28,AONE,"Finest-quality, informally",2020,Monday
181647,2020-12-27,RIO,"Setting for Hitchcock's ""Notorious,"" informally",2020,Sunday
181677,2020-12-27,ADES,"Lemon or lime drinks, informally",2020,Sunday
180374,2020-12-12,PEACES,"Heads out, slangily",2020,Saturday
180360,2020-12-12,LIFER,"Die-hard fan no matter what, in slang",2020,Saturday
180544,2020-12-14,ROO,"Down Under hopper, informally",2020,Monday
180193,2020-12-10,BAE,"Main squeeze, in modern lingo",2020,Thursday
180898,2020-12-19,NOLA,"Where the dish oysters Rockefeller was invented, informally",2020,Saturday
180954,2020-12-19,HOTTAKE,"Sensationalistic opinion, informally",2020,Saturday
180945,2020-12-19,TURNT,"Excited, in modern slang",2020,Saturday
180653,2020-12-15,DJS,"Record spinners, informally",2020,Tuesday
180604,2020-12-15,USOFA,"Stars-and-stripes land, informally",2020,Tuesday
175634,2020-10-16,AGGRO,"Belligerent, in British slang",2020,Friday
175779,2020-10-18,HOTDESK,"Share a workspace, in modern lingo",2020,Sunday
175336,2020-10-12,TAZ,"Cartoon ""devil,"" informally",2020,Monday
175529,2020-10-15,OPRY,"Nashville music mecca, informally",2020,Thursday
175455,2020-10-14,BIO,"Playbill part, informally",2020,Wednesday
176115,2020-10-22,OPS,"Military missions, informally",2020,Thursday
176047,2020-10-21,FANFIC,"Some derivative stories, colloquially",2020,Wednesday
176040,2020-10-21,IMHO,"""If you're asking me,"" in textspeak",2020,Wednesday
175940,2020-10-20,SPLIFF,"*Marijuana cigarette, informally",2020,Tuesday
174677,2020-10-04,ATOWN,"Georgia's capital, informally",2020,Sunday
174586,2020-10-04,HANGRY,"Itching to eat and irritable about it, in slang",2020,Sunday
174521,2020-10-03,XERS,"Many college students of the 1980s-'90s, informally",2020,Saturday
175126,2020-10-10,TOTS,"French fries alternative, informally",2020,Saturday
175293,2020-10-12,AMINO,"Protein builder, informally",2020,Monday
175270,2020-10-12,FRAN,"San ___ (California city, informally)",2020,Monday
174938,2020-10-08,YAP,"Big mouth, informally",2020,Thursday
175068,2020-10-10,BOOBIRD,"Angry arenagoer, in slang",2020,Saturday
177472,2020-11-07,MAGS,"Newsstand display, informally",2020,Saturday
177616,2020-11-08,BFF,"Lifelong bud, slangily",2020,Sunday
177288,2020-11-05,WAY,"Very, informally",2020,Thursday
178163,2020-11-15,TECS,"They're on the case, in slang",2020,Sunday
177765,2020-11-10,EVES,"Dark times, informally",2020,Tuesday
177871,2020-11-12,RANDOS,"Unknown people, slangily",2020,Thursday
177863,2020-11-12,ITBANDS,"Connective tissues along the outside of the leg, informally",2020,Thursday
176530,2020-10-27,BRATS,"Some sausages, informally",2020,Tuesday
176325,2020-10-25,SPEX,"Glasses, in slang",2020,Sunday
176502,2020-10-26,CIG,"Nicotine source, informally",2020,Monday
177080,2020-11-02,VID,"YouTube clip, informally",2020,Monday
177092,2020-11-02,REEFER,"Marijuana cigarette, in old slang",2020,Monday
156707,2020-03-02,ZIT,"Clearasil target, in slang",2020,Monday
156430,2020-02-28,MANI,"Spa job, informally",2020,Friday
156501,2020-02-29,ABS,"Core part, informally",2020,Saturday
156491,2020-02-29,CIG,"Part of a pack, in slang",2020,Saturday
156469,2020-02-29,AROD,"Major-league All-Star turned TV analyst, informally",2020,Saturday
156849,2020-03-04,SWOLE,"Extremely muscular, in slang",2020,Wednesday
156834,2020-03-04,VAC,"Household device with a hose, informally",2020,Wednesday
155704,2020-02-19,ITSY,"Tiny, informally",2020,Wednesday
155638,2020-02-19,TAT,"Picture from a parlor, informally",2020,Wednesday
155724,2020-02-20,ISH,"Approximately, informally",2020,Thursday
155468,2020-02-16,NOOB,"Beginner, in modern lingo",2020,Sunday
155393,2020-02-16,GENYER,"Millennial, informally",2020,Sunday
155492,2020-02-17,MODS,"Internet forum overseers, informally",2020,Monday
156088,2020-02-24,NARC,"Antidrug agent, informally",2020,Monday
156007,2020-02-23,CHEAPO,"Miser, colloquially",2020,Sunday
158541,2020-03-25,REDO,"Second attempt, informally",2020,Wednesday
158421,2020-03-23,ABE,"President Lincoln, informally",2020,Monday
159035,2020-03-30,AMNIO,"Prenatal procedure, informally",2020,Monday
159027,2020-03-30,SNEAKYPETE,"Very cheap wine, in slang",2020,Monday
158937,2020-03-29,DOA,"Hopeless from the start, slangily",2020,Sunday
159071,2020-03-31,GUAC,"Common chip dip, slangily",2020,Tuesday
158783,2020-03-28,PAINMED,"Number in a pharmacy, informally",2020,Saturday
157580,2020-03-13,WASHINGTONZOO,"Home for some famous 17-Acrosses, informally",2020,Friday
157572,2020-03-13,RENFAIRE,"Jousting venue, informally",2020,Friday
157595,2020-03-13,OJS,"Brunch beverages, informally",2020,Friday
157717,2020-03-15,REC,"Part of a college application, informally",2020,Sunday
157630,2020-03-14,SPENDY,"Costing a great deal, informally",2020,Saturday
157344,2020-03-10,MOJO,"Confidence, slangily",2020,Tuesday
157451,2020-03-11,BOUGIE,"Concerned with wealth, possessions and respectability, in modern lingo",2020,Wednesday
157735,2020-03-15,COLLAB,"Joint effort, slangily",2020,Sunday
158005,2020-03-18,ZIPS,"10001, 10002, etc., informally",2020,Wednesday
158155,2020-03-20,SESH,"Group hangout time, slangily",2020,Friday
157846,2020-03-16,EXPATS,"Americans living abroad, informally",2020,Monday
157763,2020-03-15,EUCHRE,"Cheat, informally",2020,Sunday
157875,2020-03-16,GMAN,"F.B.I. agent, in old slang",2020,Monday
157857,2020-03-16,PIS,"Detectives, informally",2020,Monday
152847,2020-01-16,REG,"On the ___ (frequently, in slang)",2020,Thursday
152752,2020-01-15,UIES,"Turnabouts, informally",2020,Wednesday
152775,2020-01-15,ENUF,"Ample, informally",2020,Wednesday
152933,2020-01-17,REAL,"Very, informally",2020,Friday
152562,2020-01-12,VOCAB,"English class quiz subject, informally",2020,Sunday
152723,2020-01-14,GAM,"Leg, in old slang",2020,Tuesday
153284,2020-01-21,BICARB,"Upset stomach soother, informally",2020,Tuesday
153419,2020-01-23,TREXES,"Some ""Toy Story""-themed toys, informally",2020,Thursday
153350,2020-01-22,SYNC,"Adjust to match, informally",2020,Wednesday
153367,2020-01-22,GAS,"Terrific time, in slang",2020,Wednesday
153388,2020-01-23,TRICEP,"It's needed for a push-up, informally",2020,Thursday
153069,2020-01-19,EASTLA,"Home of the Latino Walk of Fame, informally",2020,Sunday
152998,2020-01-18,PONIEDUP,"Settled a debt, informally",2020,Saturday
153038,2020-01-19,CAF,"Latte choice, informally",2020,Sunday
153032,2020-01-19,GOOBER,"Ignorant person, in slang",2020,Sunday
151881,2020-01-05,HEAT,"Police, informally",2020,Sunday
151805,2020-01-04,TURNT,"Excited, in modern slang",2020,Saturday
152000,2020-01-06,GAT,"Pistol, slangily",2020,Monday
151942,2020-01-05,CROC,"Big snapper, informally",2020,Sunday
151670,2020-01-02,OATERS,"Many John Wayne films, informally",2020,Thursday
151593,2020-01-01,RANDO,"Unidentified person, in slang",2020,Wednesday
152349,2020-01-10,TAKETHEL,"Admit defeat, in modern slang",2020,Friday
152323,2020-01-10,BORO,"Manhattan, e.g., informally",2020,Friday
152270,2020-01-09,TRUEDAT,"""Indeed!,"" colloquially",2020,Thursday
152456,2020-01-12,LOOIE,"Whom a warrant officer might report to, informally",2020,Sunday
152485,2020-01-12,BOOP,"Hit playfully on the nose, slangily",2020,Sunday
152401,2020-01-11,YOLO,"Rationale for a dumb stunt, in modern slang",2020,Saturday
152068,2020-01-07,BBOY,"Break-dancer, slangily",2020,Tuesday
152241,2020-01-09,TROU,"Pants, slangily",2020,Thursday
153456,2020-01-24,BLAMEGAME,"Finger-pointing activity, colloquially",2020,Friday
154724,2020-02-08,HOTDESKING,"Office-sharing system, in modern lingo",2020,Saturday
154718,2020-02-08,TUDE,"Lip, in slang",2020,Saturday
154750,2020-02-08,BBOY,"Break-dancer, in slang",2020,Saturday
154659,2020-02-07,PEC,"Something a bodybuilder might flex, informally",2020,Friday
154649,2020-02-07,PATS,"Super Bowl LIII winners, informally",2020,Friday
154686,2020-02-07,ASS,"Intensifying suffix, in modern slang",2020,Friday
154879,2020-02-09,OLINE,"They block for the QB, informally",2020,Sunday
154489,2020-02-05,VAC,"Hoover, e.g., informally",2020,Wednesday
154419,2020-02-04,BIKE,"Harley, e.g., informally",2020,Tuesday
154457,2020-02-04,GUAC,"Green dip, informally",2020,Tuesday
154618,2020-02-07,SUPE,"Building manager, informally",2020,Friday
154538,2020-02-05,UBER,"Really, informally",2020,Wednesday
154566,2020-02-06,OWNAGE,"Domination, in slang",2020,Thursday
155155,2020-02-13,TROU,"Pants, in slang",2020,Thursday
155289,2020-02-15,TEA,"Marijuana, in older slang",2020,Saturday
154968,2020-02-10,CABIT,"Go by taxi, in slang",2020,Monday
154980,2020-02-11,POPO,"Cops, slangily",2020,Tuesday
155064,2020-02-12,SIXERS,"Team sharing an arena with the Flyers, informally",2020,Wednesday
155101,2020-02-12,MERCS,"Paid soldiers, informally",2020,Wednesday
153788,2020-01-27,SOPH,"Freshman, a year later, informally",2020,Monday
153697,2020-01-26,BAGEL,"Score of zero, in slang",2020,Sunday
153732,2020-01-26,PHAT,"Excellent, in dated slang",2020,Sunday
153847,2020-01-28,SEXED,"Health teacher's subject, informally",2020,Tuesday
153634,2020-01-26,ACES,"Super, in slang",2020,Sunday
154229,2020-02-02,SAMS,"Costco competitor, informally",2020,Sunday
154405,2020-02-04,BAILS,"Abandons a commitment, in slang",2020,Tuesday
153969,2020-01-30,DISS,"Insult, slangily",2020,Thursday
154160,2020-02-01,BODS,"Beach displays, informally",2020,Saturday
154058,2020-01-31,DOA,"Doomed from the start, informally",2020,Friday
164349,2020-06-02,TMEN,"Al Capone chasers, informally",2020,Tuesday
164290,2020-06-02,JAVA,"Coffee, informally",2020,Tuesday
163936,2020-05-29,GELT,"Money, in slang",2020,Friday
163953,2020-05-29,RASTA,"Certain Afrocentrist, informally",2020,Friday
164052,2020-05-30,CHEAPIE,"Low-cost version, informally",2020,Saturday
164090,2020-05-31,ITPEOPLE,"Bug experts, informally",2020,Sunday
164583,2020-06-06,VIC,"Perp's mark, in cop slang",2020,Saturday
164520,2020-06-05,USH,"Escort down the aisle, informally",2020,Friday
163233,2020-05-20,REF,"Zebra, slangily",2020,Wednesday
163400,2020-05-22,BOP,"Awesome song, in modern slang",2020,Friday
163412,2020-05-22,YACHTIE,"Marina frequenter, informally",2020,Friday
163064,2020-05-18,SYNC,"Coordinate, informally",2020,Monday
163059,2020-05-18,GUAC,"Avocado dip, informally",2020,Monday
163685,2020-05-25,NAM,"War zone for Rambo, informally",2020,Monday
163890,2020-05-28,VETTE,"Sporty ride, informally",2020,Thursday
163802,2020-05-27,NTESTS,"Bikini blasts, informally",2020,Wednesday
163850,2020-05-27,SWOLE,"Bulging with muscles, in modern lingo",2020,Wednesday
163647,2020-05-25,ADMIN,"Business operations, informally",2020,Monday
163628,2020-05-24,FRAT,"Rushing group, informally",2020,Sunday
166146,2020-06-24,FLY,"Stylish, slangily",2020,Wednesday
166157,2020-06-24,FALSIE,"Fake eyelash, slangily",2020,Wednesday
166226,2020-06-25,EPIC,"Completely amazing, in slang",2020,Thursday
166035,2020-06-23,OPTICS,"Way things look to the public, informally",2020,Tuesday
166644,2020-06-30,DEF,"Assuredly, in slang",2020,Tuesday
166641,2020-06-30,ETS,"Many ""Men in Black"" characters, informally",2020,Tuesday
166696,2020-07-01,LOOIE,"Sergeant's superior, in slang",2020,Wednesday
165187,2020-06-13,SORTA,"To some extent, informally",2020,Saturday
165332,2020-06-14,DEF,"Absolutely, slangily",2020,Sunday
165236,2020-06-14,NOSERAG,"Handkerchief, in British slang",2020,Sunday
164959,2020-06-10,REPROS,"Knockoffs, informally",2020,Wednesday
164967,2020-06-10,COOLER,"Jail, in slang",2020,Wednesday
164888,2020-06-09,CAF,"School lunchroom, informally",2020,Tuesday
164912,2020-06-09,FOTO,"Snapshot, informally",2020,Tuesday
165019,2020-06-11,TATER,"Many eyes are upon it, informally",2020,Thursday
165444,2020-06-15,HOOHA,"Commotion, in slang",2020,Monday
165373,2020-06-15,BRIT,"Londoner, e.g., informally",2020,Monday
165485,2020-06-16,ROCKS,"Wears stylishly, in slang",2020,Tuesday
165519,2020-06-16,PHILLY,"City where ""Rocky"" is set, informally",2020,Tuesday
165498,2020-06-16,ONEG,"Universal donor's blood type, informally",2020,Tuesday
160532,2020-04-18,APTEST,"Source of college credit, informally",2020,Saturday
160124,2020-04-12,GRINS,"D and ), in texts",2020,Sunday
160254,2020-04-14,TDS,"Results of some Hail Mary passes, informally",2020,Tuesday
160855,2020-04-21,PEARLYWHITES,"*Teeth, slangily",2020,Tuesday
161011,2020-04-23,SCORED,"Was able to acquire, informally",2020,Thursday
160814,2020-04-21,ATEST,"Nuclear trial, informally",2020,Tuesday
159448,2020-04-05,LIDS,"Hats, slangily",2020,Sunday
159536,2020-04-05,NEO,"Newcomer, informally",2020,Sunday
159225,2020-04-02,ARTOO,"""Star Wars"" droid, informally",2020,Thursday
159257,2020-04-02,ZIT,"Spot on the face, informally",2020,Thursday
159266,2020-04-02,ALFA,"Popular Italian car, informally",2020,Thursday
159976,2020-04-11,ROOS,"Animals that 28-Across, informally",2020,Saturday
159881,2020-04-10,UTEP,"The Miners of Conference USA, informally",2020,Friday
159920,2020-04-10,LEAFER,"Certain autumn tourist, slangily",2020,Friday
159713,2020-04-08,BOOBIRDS,"Fans that jeer the home team, informally",2020,Wednesday
159734,2020-04-08,PULLAUEY,"Reverse course, slangily",2020,Wednesday
159730,2020-04-08,BREW,"Coffee or beer, informally",2020,Wednesday
159648,2020-04-07,OWNS,"Beats again and again, in slang",2020,Tuesday
159805,2020-04-09,LIFEHACK,"Trick to increase one's efficiency, in modern lingo",2020,Thursday
159802,2020-04-09,SNL,"Show that Betty White hosted at age 88, informally",2020,Thursday
162366,2020-05-10,SNOOT,"Proboscis, informally",2020,Sunday
162310,2020-05-09,GLAMPING,"Not exactly roughing it, in modern lingo",2020,Saturday
162306,2020-05-09,TAKETHEL,"Suffer a defeat, slangily",2020,Saturday
162461,2020-05-10,DCAREA,"Region around the Beltway, informally",2020,Sunday
162431,2020-05-10,ECIG,"Vaper's device, informally",2020,Sunday
162079,2020-05-06,CLEO,"Legendary ruler of Egypt, informally",2020,Wednesday
162034,2020-05-05,SHUTEYE,"Sleep, informally",2020,Tuesday
162209,2020-05-08,DINO,"Bird's long-ago relative, informally",2020,Friday
162801,2020-05-15,INK,"Body art, slangily",2020,Friday
162818,2020-05-15,LOTSA,"Tons, informally",2020,Friday
162771,2020-05-14,INSTA,"Popular photo app, informally",2020,Thursday
162865,2020-05-16,NOB,"Aristocrat, in British slang",2020,Saturday
162596,2020-05-12,INK,"Printed publicity, slangily",2020,Tuesday
162502,2020-05-11,ABS,"Muscles that are targets of planking, informally",2020,Monday
162523,2020-05-11,TURNTWO,"Complete a double play, in baseball slang",2020,Monday
161486,2020-04-29,BOFF,"Box office smash, in slang",2020,Wednesday
161468,2020-04-29,BANG,"*In rapid succession, in slang",2020,Wednesday
161454,2020-04-28,WHUPS,"Soundly defeats, colloquially",2020,Tuesday
161297,2020-04-26,COULDCARELESS,"Doesn't give a hoot, colloquially",2020,Sunday
161861,2020-05-03,HIMBO,"Attractive but vacuous guy, in slang",2020,Sunday
161857,2020-05-03,NTEST,"Banned display of firepower, informally",2020,Sunday
161780,2020-05-03,PEC,"Chest muscle, informally",2020,Sunday
161917,2020-05-04,QUACKDOCTORS,"Medical impostors, informally",2020,Monday
161750,2020-05-02,STAN,"Obsessive fan, slangily",2020,Saturday
161697,2020-05-02,INK,"Press, informally",2020,Saturday
202243,2021-09-01,ABS,"Midsection section, informally",2021,Wednesday
202357,2021-09-02,OLDS,"Parents and grandparents, in slang, with ""the""",2021,Thursday
202397,2021-09-03,RANDO,"Conspicuously unfamiliar party guest, informally",2021,Friday
202107,2021-08-30,FRAT,"Sorority's counterpart, informally",2021,Monday
202157,2021-08-30,ITHELP,"Need after a computer crash, informally",2021,Monday
202056,2021-08-29,STRAD,"High-priced violin, informally",2021,Sunday
202091,2021-08-30,PARM,"Eggplant ___ (cheesy dish, informally)",2021,Monday
202729,2021-09-06,AMS,"Mornings, informally",2021,Monday
202872,2021-09-08,ZEROG,"Experience of space flight, informally",2021,Wednesday
202771,2021-09-07,VETS,"November parade participants, informally",2021,Tuesday
202476,2021-09-04,RELO,"Move, informally",2021,Saturday
202522,2021-09-04,FORTY,"Malt liquor bottle, in slang",2021,Saturday
201373,2021-08-22,IKE,"W.W. II hero, informally",2021,Sunday
201048,2021-08-17,TROU,"Pants, in slang",2021,Tuesday
201173,2021-08-19,THEGOAT,"Best ever, in sports slang",2021,Thursday
201142,2021-08-19,ECIG,"Vaping device, informally",2021,Thursday
201766,2021-08-26,IDING,"Naming, informally",2021,Thursday
201787,2021-08-26,CANYOUDIGIT,"""Capisce?,"" in '70s slang",2021,Thursday
201923,2021-08-28,MOET,"Popular brand on New Year's Eve, informally",2021,Saturday
201911,2021-08-28,TREY,"Long shot, informally",2021,Saturday
201536,2021-08-23,META,"Self-referential, in modern lingo",2021,Monday
201513,2021-08-23,FAM,"Relatives, informally",2021,Monday
201562,2021-08-23,TECS,"Sleuths, in old slang",2021,Monday
201628,2021-08-24,AFTS,"Periods just past noon, informally",2021,Tuesday
204187,2021-09-24,GETSOME,"Find satisfaction, slangily",2021,Friday
203944,2021-09-21,CRAY,"Unhinged, in slang",2021,Tuesday
204001,2021-09-22,IDK,"""Beats me,"" in textspeak",2021,Wednesday
204612,2021-09-29,SHREDS,"Viciously criticizes, informally",2021,Wednesday
204757,2021-10-01,SHOVELREADY,"Past the approval stage, in construction slang",2021,Friday
204536,2021-09-28,OLDS,"Alero or Aurora, informally",2021,Tuesday
204401,2021-09-26,OBVI,"""Duh!,"" in modern slang",2021,Sunday
204344,2021-09-26,CAMI,"Sleeveless undergarment, informally",2021,Sunday
204511,2021-09-28,AKAS,"Aliases, informally",2021,Tuesday
203133,2021-09-12,NOM,"Munch, in modern slang",2021,Sunday
203165,2021-09-12,NERFS,"Makes less powerful, in video game slang",2021,Sunday
203326,2021-09-14,WACK,"Bad, slangily",2021,Tuesday
203270,2021-09-13,GENY,"Millennials, informally",2021,Monday
203075,2021-09-11,REC,"Letter accompanying a personal statement, informally",2021,Saturday
203678,2021-09-18,MEATBAGS,"Humans, in sci-fi slang",2021,Saturday
203445,2021-09-15,ETAIL,"Amazon's business, informally",2021,Wednesday
203510,2021-09-16,RONI,"Certain pizza topping, slangily",2021,Thursday
198502,2021-07-18,MOTOR,"Move quickly, informally",2021,Sunday
198362,2021-07-16,MOMFRIEND,"She's the responsible one in the group, colloquially",2021,Friday
198172,2021-07-13,OLDS,"Bygone G.M. product, informally",2021,Tuesday
198324,2021-07-15,HYDRO,"Green power option, informally",2021,Thursday
198929,2021-07-23,TENS,"TNT, in poker slang",2021,Friday
